Mod:Item:MetaData, Localized Name
byg:fir_fence, Fir Fence
byg:fir_stairs, Fir Stairs
byg:green_enchanted_fence, Green Enchanted Fence
byg:green_enchanted_stairs, Green Enchanted Stairs
byg:cypress_fence, Cypress Fence
byg:cypress_stairs, Cypress Stairs
byg:mahogany_fence, Mahogany Fence
byg:mahogany_stairs, Mahogany Stairs
byg:palm_fence, Palm Fence
byg:palm_stairs, Palm Stairs
byg:aspen_fence, Aspen Fence
byg:aspen_stairs, Aspen Stairs
byg:aspen_gate, Aspen Gate
byg:aspen_gate_closed, Aspen Gate
byg:baobab_gate, Baobab Gate
byg:baobab_gate_open, Baobab Gate
byg:aspen_door_item, Aspen Door
byg:willow_gate_open, Willow Gate
byg:sepinite_stairs, Sepinite Stairs
byg:sepinite_walls, Sepinite Walls
byg:scoria_stairs, Scoria Stairs
byg:scoria_walls, Scoria Walls
byg:polished_soapstone_stairs, Polished Soapstone Stairs
byg:polished_soapstone_walls, Polished Soapstone Walls
byg:polished_sodalite_stairs, Polished Sodalite Stairs
byg:polished_sodalite_walls, Polished Sodalite Walls
byg:sodalite_brick_stairs, Sodalite Brick Stairs
byg:sodalite_brick_walls, Sodalite Brick Walls
byg:aspen_door_bottom, Aspen Door
byg:aspen_door_top, Aspen Door
byg:aspen_door_open_bottom, Aspen Door
byg:aspen_door_open_top, Aspen Door
byg:baobab_door_bottom, Baobab Door
byg:baobab_door_top, Baobab Door
byg:baobab_door_open_bottom, Baobab Door
byg:baobab_door_open_top, Baobab Door
byg:blue_enchanted_door, Blue Enchanted Door
byg:blue_enchanted_door_bottom, Blue Enchanted Door
byg:blue_enchanted_door_top, Baobab Door
byg:blue_enchanted_door_open_bottom, Baobab Door
byg:blue_enchanted_door_open_top, Baobab Door
byg:cherry_door, Cherry Door
byg:cika_door, Cika Door
byg:cypress_door, Cypress Door
byg:ebony_door, Ebony Door
byg:fir_door, Fir Door
byg:frozen_oak_door, Frozen Oak Door
byg:green_enchanted_door, Green Enchanted Door
byg:hawthorn_door, Hawthorn Door
byg:holly_door, Holly Door
byg:ironwood_door, Ironwood Door
byg:jacaranda_door, Jacaranda Door
byg:mahogany_door, Mahogany Door
byg:mangrove_door, Mangrove Door
byg:maple_door, Maple Door
byg:palm_door, Palm Door
byg:pine_door, Pine Door
byg:eucalyptus_door, Rainbow Eucalyptus Door
byg:rowan_door, Rowan Door
byg:skyris_door, Skyris Door
byg:willow_door, Willow Door
byg:witch_hazel_door, Witch Hazel Door
byg:zelkova_door, Zelkova Door
byg:cherry_door_bottom, Baobab Door
byg:cika_door_bottom, Baobab Door
byg:cypress_door_bottom, Baobab Door
byg:ebony_door_bottom, Baobab Door
byg:fir_door_bottom, Baobab Door
byg:great_oak_door_bottom, Baobab Door
byg:green_enchanted_door_bottom, Baobab Door
byg:hawthorn_door_bottom, Baobab Door
byg:holly_door_bottom, Baobab Door
byg:ironwood_door_bottom, Baobab Door
byg:jacaranda_door_bottom, Baobab Door
byg:mahogany_door_bottom, Baobab Door
byg:mangrove_door_bottom, Baobab Door
byg:maple_door_bottom, Baobab Door
byg:palm_door_bottom, Baobab Door
byg:pine_door_bottom, Baobab Door
byg:eucalyptus_door_bottom, Baobab Door
byg:rowan_door_bottom, Baobab Door
byg:skyris_door_bottom, Baobab Door
byg:willow_door_bottom, Baobab Door
byg:witch_hazel_door_bottom, Baobab Door
byg:zelkova_door_bottom, Baobab Door
byg:frozen_oak_door_bottom, Baobab Door
byg:cherry_door_top, Baobab Door
byg:cika_door_top, Baobab Door
byg:cypress_door_top, Baobab Door
byg:ebony_door_top, Baobab Door
byg:fir_door_top, Baobab Door
byg:frozen_oak_door_top, Baobab Door
byg:green_enchanted_door_top, Baobab Door
byg:hawthorn_door_top, Baobab Door
byg:holly_door_top, Baobab Door
byg:ironwood_door_top, Baobab Door
byg:jacaranda_door_top, Baobab Door
byg:mahogany_door_top, Baobab Door
byg:mangrove_door_top, Baobab Door
byg:maple_door_top, Baobab Door
byg:palm_door_top, Baobab Door
byg:pine_door_top, Baobab Door
byg:eucalyptus_door_top, Baobab Door
byg:rowan_door_top, Baobab Door
byg:skyris_door_top, Baobab Door
byg:willow_door_top, Baobab Door
byg:witch_hazel_door_top, Baobab Door
byg:zelkova_door_top, Baobab Door
byg:cherry_door_open_bottom, Baobab Door
byg:cika_door_open_bottom, Baobab Door
byg:cypress_door_open_bottom, Baobab Door
byg:ebony_door_open_bottom, Baobab Door
byg:fir_door_open_bottom, Baobab Door
byg:great_oak_door_open_bottom, Baobab Door
byg:green_enchanted_door_open_bottom, Baobab Door
byg:hawthorn_door_open_bottom, Baobab Door
byg:holly_door_open_bottom, Baobab Door
byg:ironwood_door_open_bottom, Baobab Door
byg:jacaranda_door_open_bottom, Baobab Door
byg:mahogany_door_open_bottom, Baobab Door
byg:mangrove_door_open_bottom, Baobab Door
byg:maple_door_open_bottom, Baobab Door
byg:palm_door_open_bottom, Baobab Door
byg:pine_door_open_bottom, Baobab Door
byg:rowan_door_open_bottom, Baobab Door
byg:skyris_door_open_bottom, Baobab Door
byg:willow_door_open_bottom, Baobab Door
byg:witch_hazel_door_open_bottom, Baobab Door
byg:zelkova_door_open_bottom, Baobab Door
byg:frozen_oak_door_open_bottom, Baobab Door
byg:cherry_door_open_top, Baobab Door
byg:cika_door_open_top, Baobab Door
byg:cypress_door_open_top, Baobab Door
byg:ebony_door_open_top, Baobab Door
byg:fir_door_open_top, Baobab Door
byg:frozen_oak_door_open_top, Baobab Door
byg:green_enchanted_door_open_top, Baobab Door
byg:hawthorn_door_open_top, Baobab Door
byg:holly_door_open_top, Baobab Door
byg:ironwood_door_open_top, Baobab Door
byg:jacaranda_door_open_top, Baobab Door
byg:mahogany_door_open_top, Baobab Door
byg:mangrove_door_open_top, Baobab Door
byg:maple_door_open_top, Baobab Door
byg:palm_door_open_top, Baobab Door
byg:pine_door_open_top, Baobab Door
byg:eucalyptus_door_open_top, Baobab Door
byg:rowan_door_open_top, Baobab Door
byg:skyris_door_open_top, Baobab Door
byg:willow_door_open_top, Baobab Door
byg:witch_hazel_open_top, Baobab Door
byg:zelkova_door_open_top, Baobab Door
byg:great_oak_door_top, Baobab Door
byg:great_oak_door_open_top, Baobab Door
byg:eucalyptus_door_open_bottom, Baobab Door
byg:great_oak_door, Great Oak Door
byg:jackomelon, Jack o'Melon
byg:blue_enchanted_gate, Blue Enchanted Gate
byg:blue_enchanted_gate_closed, Aspen Gate
byg:cherry_gate, Cherry Gate
byg:cherry_gate_closed, Aspen Gate
byg:cika_gate, Cika Gate
byg:cika_gate_closed, Aspen Gate
byg:cypress_gate, Cypress Gate
byg:cypress_gate_closed, Aspen Gate
byg:ebony_gate, Ebony Gate
byg:ebony_gate_closed, Ebony Gate
byg:fir_gate, Fir Gate
byg:fir_gate_closed, Aspen Gate
byg:great_oak_gate, Great Oak Gate
byg:great_oak_gate_closed, Aspen Gate
byg:green_enchanted_gate, Green Enchanted Gate
byg:green_enchanted_gate_closed, Aspen Gate
byg:hawthorn_gate, Hawthorn Gate
byg:hawthorn_gate_closed, Aspen Gate
byg:holly_gate, Holly Gate
byg:holly_gate_closed, Aspen Gate
byg:ironwood_gate, Ironwood Gate
byg:ironwood_gate_closed, Aspen Gate
byg:jacaranda_gate, Jacaranda Gate
byg:jacaranda_gate_closed, Aspen Gate
byg:mahogany_gate, Mahogany Gate
byg:mahogany_gate_closed, Aspen Gate
byg:mangrove_gate, Mangrove Gate
byg:mangrove_gate_closed, Aspen Gate
byg:maple_gate, Maple Gate
byg:maple_gate_closed, Aspen Gate
byg:frozen_oak_gate, Frozen Oak Gate
byg:frozen_oak_gate_closed, Aspen Gate
byg:palm_gate, Palm Gate
byg:palm_gate_closed, Aspen Gate
byg:pine_gate, Pine Gate
byg:pine_gate_closed, Aspen Gate
byg:rainbow_eucalyptus_gate, Rainbow Eucalyptus Gate
byg:rainbow_eucalyptus_gate_closed, Aspen Gate
byg:redwood_gate, Redwood Gate
byg:redwood_gate_closed, Aspen Gate
byg:rowan_gate, Rowan Gate
byg:rowan_gate_closed, Aspen Gate
byg:skyris_gate, Skyris Gate
byg:skyris_gate_closed, Aspen Gate
byg:willow_gate, Willow Gate
byg:witch_hazel_gate, Witch Hazel Gate
byg:witch_hazel_gate_closed, Aspen Gate
byg:zelkova_gate, Zelkova Gate
byg:zelkova_gate_closed, Aspen Gate
byg:woodenmortar, Wooden Mortar
byg:mahogany_wood, Mahogany Wood
byg:palm_wood, Palm Wood
byg:overgrown_stone, Overgrown Stone
byg:thornblock, Thorn Block
byg:thorn_branches, Thorn Branches
byg:plant_stem, Plant Stem
byg:red_petal, Red Petal Block
byg:white_petal, White Petal Block
byg:blue_petal, Blue Petal Block
byg:light_blue_petal, Light Blue Petal Block
byg:yellow_petal, Yellow Petal Block
byg:purple_petal, Purple Petal Block
byg:springwater, tile.springwater.name
byg:rocky_grass_alps, Rocky Grass
byg:alpine_bellflower, Alpine Bellflower
byg:angelica, Angelica
byg:azalea, Azalea
byg:begonia, Begonia
byg:bistort, Bistort
byg:black_rose, Black Rose
byg:fairy_slipper, Fairy Slipper
byg:delphinium, Delphinium
byg:golden_spined_cactus, Golden Spined Cactus
byg:guzmania, Guzmania
byg:iris, Iris
byg:lazarus_bell_flower, Lazarus Bell 
byg:lollipop_flower, Lollipop Flower
byg:ivy, Ivy
byg:flowers, Flowers
byg:prickly_pear, Prickly Pear
byg:protea_flower, Protea Flower
byg:richea, Richea
byg:salal_bush, Salal Bush
byg:salal_bush_ripe, Ripe Salal Bush
byg:silver_vase_flower, Silver Vase Flower
byg:torch_ginger, Torch Ginger
byg:winter_rose, Winter Rose
byg:winter_succulent, Winter Succulent
byg:black_puff, Black Puff
byg:weeping_milk_cap, Weeping Milk Cap
byg:wood_blewit, Wood Blewit
byg:salal_berry, Salal Berries
byg:horseweed, Horseweed
byg:aspenstickpile, Aspen Stick Pile
byg:stone_pebbles, Stone Pebbles
byg:light_blue_crystal_block, Light Blue Crystal Block
byg:white_crystal_block, White Crystal Block
byg:purple_crystal_block, Purple Crystal Block
byg:red_crystal_block, Red Crystal Block
byg:light_blue_crystals, Light Blue Crystals
byg:white_crystals, White Crystals
byg:purple_crystals, Purple Crystals
byg:red_crystals, Red Crystals
byg:carved_melon, Carved Melon
byg:frozen_oak_sapling, Frozen Oak Sapling
byg:red_birch_sapling, Red Birch Sapling
byg:orange_birch_sapling, Orange Birch Sapling
byg:brown_birch_sapling, Brown Birch Sapling
byg:dry_brown_oak_sapling, Dry Brown Oak Sapling
byg:dry_green_oak_sapling, Dry Green Oak Sapling
byg:blue_enchanted_sapling, Blue Enchanted Sapling
byg:pink_enchanted_sapling, Pink Enchanted Sapling
byg:purple_enchanted_sapling, Purple Enchanted Sapling
byg:structure_spawn_block, Structure Spawn Block
cave_expansion:bigclaypot, Big Clay Pot
cave_expansion:treasurelvl3, Diamond Treasure
cave_expansion:treasurelvl2, Golden Treasure
cave_expansion:treasurelvl1, Iron Treasure
cave_expansion:stonepot, Big Stone Pot
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
